,overall_rating,potential,wage,release_clause_euro,reactions,value
68,70,70,0.017621145,0.01294879,57,1300000.0
69,62,75,0.0,0.004860176,59,525000.0
70,66,75,0.008810573,0.00794346,63,875000.0
71,72,73,0.033039648,0.030967981,71,3500000.0
72,63,63,0.002202643,0.002127266,47,350000.0
73,61,68,0.0,0.002487649,55,300000.0
74,62,68,0.019577911,0.023071754,60,2481203.671
75,63,76,0.00660793,0.008443993,59,675000.0
76,64,72,0.002202643,0.005440794,48,575000.0
77,60,75,0.0,0.004710016,57,350000.0
78,68,80,0.013215859,0.023071754,65,1600000.0
79,59,59,0.0,0.001101173,52,150000.0
80,64,68,0.0,0.002752932,58,425000.0
81,70,75,0.022026432,0.018454654,64,2400000.0
82,67,77,0.002202643,0.010446125,52,1000000.0
83,69,82,0.002202643,0.020456786,53,2000000.0
84,52,57,0.0,0.000435464,50,70000.0
85,50,67,0.0,0.000405432,43,50000.0
86,64,83,0.011013216,0.010946658,53,925000.0
87,71,72,0.037444934,0.026963716,69,2700000.0
88,74,75,0.024229075,0.041979708,70,5000000.0
89,53,67,0.0,0.000966029,47,110000.0
90,72,72,0.030837004,0.019956253,70,2000000.0
91,66,66,0.002202643,0.003743987,62,525000.0
92,64,69,0.004405286,0.005440794,54,500000.0
93,70,70,0.004405286,0.023071754,63,1700000.0
94,65,73,0.002202643,0.005941328,65,675000.0
95,52,56,0.002202643,0.000605645,48,60000.0
96,70,70,0.011013216,0.012448257,71,1700000.0
97,57,60,0.0,0.001121194,46,130000.0
98,63,74,0.002202643,0.005440794,56,500000.0
99,68,70,0.004405286,0.00794346,63,875000.0
100,51,69,0.0,0.000765816,49,70000.0
101,68,69,0.002202643,0.008944526,63,1000000.0
102,71,81,0.011013216,0.026463183,64,3300000.0
103,53,71,0.0,0.001121194,50,120000.0
104,55,65,0.0,0.001011077,41,130000.0
105,73,73,0.011013216,0.028465316,63,2700000.0
106,70,70,0.039647577,0.023071754,68,1900000.0
107,67,67,0.022026432,0.004689995,63,500000.0
108,72,77,0.015418502,0.027464249,69,3500000.0
109,58,72,0.0,0.002282431,51,250000.0
110,69,69,0.017621145,0.006441861,71,800000.0
111,70,70,0.011013216,0.00083589,64,120000.0
112,65,77,0.004405286,0.009945592,64,950000.0
113,68,69,0.015418502,0.007442927,69,875000.0
114,60,68,0.002202643,0.003178385,54,270000.0
115,52,60,0.0,0.000445474,54,70000.0
116,71,71,0.00660793,0.009945592,63,1600000.0
117,59,59,0.0,0.000500533,58,90000.0
118,53,59,0.002202643,0.000620661,51,70000.0
119,65,65,0.004405286,0.003879131,57,450000.0
120,51,58,0.0,0.00030032,50,50000.0
121,61,74,0.002202643,0.023071754,51,425000.0
122,68,83,0.017621145,0.021457853,58,1700000.0
123,65,65,0.0,0.023071754,64,550000.0
124,48,68,0.0,0.00076081,47,60000.0
125,64,75,0.0,0.005941328,57,675000.0
126,69,70,0.002202643,0.008944526,65,1200000.0
127,61,76,0.002202643,0.005941328,58,475000.0
128,55,78,0.0,0.002077212,47,190000.0
129,66,72,0.002202643,0.007442927,55,900000.0
130,72,72,0.028634361,0.023071754,69,2400000.0
131,68,68,0.002202643,0.002978172,59,450000.0
132,64,64,0.00660793,0.004439728,66,450000.0
133,63,83,0.013215859,0.009445059,62,650000.0
134,63,69,0.0,0.003233444,55,425000.0
135,65,65,0.0,0.004614915,49,425000.0
136,64,64,0.0,0.002302452,53,270000.0
137,72,75,0.0,0.035472779,63,3300000.0
138,70,76,0.035242291,0.023071754,66,2400000.0
139,66,67,0.004405286,0.003894147,58,575000.0
140,68,73,0.004405286,0.006942394,62,875000.0
141,72,76,0.035242291,0.034972245,68,3400000.0
142,65,65,0.004405286,0.002127266,66,250000.0
143,70,70,0.00660793,0.007442927,66,1000000.0
144,59,62,0.0,0.001236317,41,160000.0
145,68,73,0.015418502,0.010446125,61,975000.0
146,68,68,0.00660793,0.005440794,62,700000.0
147,74,74,0.026431718,0.026963716,77,2800000.0
148,58,69,0.0,0.001381471,39,170000.0
149,59,70,0.0,0.001721834,50,210000.0
150,67,70,0.002202643,0.005440794,66,800000.0
151,64,64,0.0,0.00196209,52,300000.0
152,70,70,0.033039648,0.01445039,66,1500000.0
153,52,72,0.0,0.001111183,50,100000.0
154,59,59,0.0,0.0007508,63,130000.0
155,70,79,0.008810573,0.024461051,63,2700000.0
156,62,84,0.002202643,0.009445059,53,650000.0
157,70,76,0.004405286,0.023071754,64,2400000.0
158,64,82,0.015418502,0.011947724,55,975000.0
159,57,70,0.004405286,0.002032164,54,180000.0
160,57,57,0.002202643,0.000580618,55,60000.0
161,65,74,0.008810573,0.023071754,65,850000.0
162,63,65,0.004405286,0.00279798,57,375000.0
163,60,69,0.0,0.002582751,57,230000.0
164,56,70,0.002202643,0.002212356,51,180000.0
165,61,70,0.0,0.002617788,50,325000.0
166,63,65,0.0,0.002257404,56,350000.0
167,62,63,0.002202643,0.002607777,61,350000.0
168,59,59,0.0,0.000285304,53,40000.0
169,70,70,0.011013216,0.004614915,68,425000.0
170,69,69,0.00660793,0.003658897,68,425000.0
171,69,72,0.017621145,0.010946658,65,1300000.0
172,70,70,0.004405286,0.005440794,65,600000.0
173,64,69,0.0,0.003498726,53,425000.0
174,65,68,0.002202643,0.005941328,55,675000.0
175,62,73,0.0,0.003313529,53,450000.0
176,70,75,0.011013216,0.01445039,65,2000000.0
177,70,83,0.070484581,0.037975444,62,3100000.0
178,68,68,0.00660793,0.003879131,69,525000.0
179,65,77,0.0,0.008443993,58,850000.0
180,71,71,0.052863436,0.016953055,70,1800000.0
181,66,72,0.004405286,0.006441861,57,875000.0
182,68,82,0.00660793,0.018955187,69,1800000.0
183,67,67,0.004405286,0.003929185,66,550000.0
184,71,72,0.055066079,0.027464249,64,2800000.0
185,64,69,0.0,0.003253465,58,500000.0
186,54,64,0.0,0.000680725,51,90000.0
187,69,79,0.002202643,0.009445059,65,1300000.0
188,64,70,0.0,0.00453483,62,525000.0
189,68,82,0.026431718,0.023071754,64,1800000.0
190,68,78,0.015418502,0.016452522,64,1500000.0
191,66,70,0.002202643,0.004324606,65,575000.0
192,57,66,0.0,0.001126199,57,140000.0
193,67,68,0.004405286,0.005440794,67,850000.0
194,71,71,0.044052863,0.023071754,73,2400000.0
195,70,70,0.011013216,0.01294879,71,1800000.0
196,68,73,0.033039648,0.009945592,60,1000000.0
197,65,65,0.013215859,0.002487649,58,300000.0
198,59,68,0.0,0.00203717,40,240000.0
199,71,75,0.015418502,0.023960518,76,3100000.0
200,61,64,0.0,0.001726839,58,270000.0
201,67,71,0.015418502,0.007442927,59,825000.0
202,56,63,0.0,0.000735784,54,110000.0
203,61,79,0.008810573,0.006441861,54,500000.0
204,51,63,0.0,0.000425453,40,50000.0
205,63,73,0.0,0.004589888,52,600000.0
206,69,74,0.017621145,0.010946658,67,1400000.0
207,74,75,0.015418502,0.039477043,67,5000000.0
208,72,72,0.107929515,0.023071754,66,1300000.0
209,70,70,0.050660793,0.004940261,67,550000.0
210,52,67,0.0,0.001131205,54,110000.0
211,64,64,0.0,0.001641748,68,220000.0
212,62,63,0.0,0.002257404,61,350000.0
213,61,63,0.0,0.002077212,46,300000.0
214,68,75,0.008810573,0.023071754,68,1100000.0
215,68,68,0.00660793,0.006441861,64,875000.0
216,64,69,0.0,0.003503731,55,500000.0
217,61,62,0.002202643,0.001766882,58,240000.0
218,55,67,0.0,0.001096167,56,160000.0
219,73,78,0.0,0.049487704,73,4500000.0
220,58,67,0.0,0.001386477,44,200000.0
221,61,76,0.017621145,0.023071754,53,550000.0
222,74,74,0.0,0.043981841,66,4200000.0
223,73,73,0.017621145,0.015451456,63,2100000.0
224,73,73,0.019823789,0.029966915,65,3800000.0
225,69,69,0.024229075,0.008944526,70,925000.0
226,69,75,0.00660793,0.011947724,65,1500000.0
227,71,71,0.013215859,0.01445039,62,1800000.0
228,50,69,0.0,0.000530565,41,50000.0
229,68,72,0.0,0.006942394,65,975000.0
230,66,66,0.004405286,0.005440794,61,625000.0
231,63,63,0.004405286,0.001967095,70,325000.0
232,54,68,0.0,0.001481578,42,130000.0
233,71,71,0.044052863,0.011447191,71,1400000.0
234,68,68,0.002202643,0.004329611,53,650000.0
235,71,71,0.011013216,0.01294879,65,1700000.0
236,69,73,0.030837004,0.010946658,63,1100000.0
237,61,61,0.0,0.001561663,60,260000.0
238,63,63,0.0,0.00218733,60,290000.0
239,56,65,0.00660793,0.023071754,52,140000.0
240,72,72,0.008810573,0.025462117,69,3200000.0
241,58,63,0.0,0.001031098,53,120000.0
242,73,73,0.04845815,0.039477043,68,4200000.0
243,59,72,0.004405286,0.003473699,56,280000.0
244,69,69,0.019577911,0.023071754,63,2481203.671
245,47,61,0.0,0.000560597,39,60000.0
246,72,72,0.037444934,0.008944526,72,950000.0
247,65,77,0.0,0.008443993,63,975000.0
248,68,71,0.008810573,0.006942394,63,950000.0
249,67,67,0.002202643,0.00113621,67,160000.0
250,71,71,0.013215859,0.006441861,71,725000.0
251,70,85,0.068281938,0.023071754,69,3900000.0
252,68,69,0.028634361,0.007442927,61,825000.0
253,56,67,0.0,0.000805858,48,120000.0
254,70,79,0.022026432,0.023071754,62,2800000.0
255,57,70,0.0,0.001626732,45,180000.0
256,49,74,0.0,0.00090096,50,70000.0
257,56,70,0.0,0.001531631,47,170000.0
258,65,72,0.004405286,0.008944526,61,775000.0
259,65,65,0.002202643,0.003438662,57,400000.0
260,66,66,0.011013216,0.004269547,63,525000.0
261,60,63,0.0,0.00166177,60,260000.0
262,67,68,0.004405286,0.009445059,68,875000.0
263,61,65,0.011013216,0.001861983,53,230000.0
264,61,67,0.0,0.002127266,49,250000.0
265,64,68,0.002202643,0.003753998,60,500000.0
266,62,62,0.0,0.001376466,60,230000.0
267,58,68,0.0,0.001296381,47,160000.0
268,58,67,0.0,0.001696807,43,190000.0
269,75,75,0.0,0.046985039,75,4500000.0
270,60,75,0.00660793,0.023071754,54,450000.0
271,75,75,0.101321586,0.036974378,70,3900000.0
272,63,67,0.0,0.002692868,50,350000.0
273,63,66,0.0,0.00332354,58,475000.0
274,57,64,0.0,0.001176253,50,150000.0
275,69,69,0.004405286,0.000445474,66,70000.0
276,72,72,0.024229075,0.022458919,66,3100000.0
277,62,73,0.002202643,0.004940261,54,525000.0
278,67,67,0.0,0.005440794,70,750000.0
279,67,67,0.033039648,0.005440794,64,575000.0
280,65,65,0.0,0.001311397,56,220000.0
281,69,72,0.004405286,0.011947724,59,1100000.0
282,61,71,0.002202643,0.003338556,57,400000.0
283,58,70,0.0,0.001386477,47,200000.0
284,74,74,0.019577911,0.023071754,79,2481203.671
285,67,70,0.004405286,0.006441861,59,975000.0
286,67,79,0.011013216,0.012448257,60,1200000.0
287,64,65,0.0,0.002787969,48,400000.0
288,67,67,0.022026432,0.005440794,64,725000.0
289,63,63,0.0,0.002302452,66,350000.0
290,51,68,0.0,0.000625666,47,70000.0
291,70,74,0.008810573,0.018955187,71,2300000.0
292,63,71,0.002202643,0.003743987,66,525000.0
293,64,69,0.0,0.003753998,55,500000.0
294,59,62,0.0,0.001076146,55,160000.0
295,59,79,0.008810573,0.003929185,46,280000.0
296,68,74,0.00660793,0.011947724,54,1200000.0
297,73,77,0.013215859,0.039977576,71,3700000.0
298,58,68,0.0,0.00167178,52,210000.0
299,70,79,0.013215859,0.019956253,60,2400000.0
300,57,65,0.0,0.001026093,49,150000.0
301,69,69,0.015418502,0.010946658,68,1100000.0
302,59,61,0.0,0.001081151,52,150000.0
303,64,72,0.004405286,0.004835149,57,675000.0
304,60,68,0.002202643,0.002863049,56,300000.0
305,55,55,0.0,0.000480512,54,70000.0
306,62,62,0.002202643,0.001251333,60,150000.0
307,65,68,0.004405286,0.005941328,63,675000.0
308,63,73,0.002202643,0.004940261,65,450000.0
309,65,65,0.00660793,0.023071754,64,525000.0
310,65,65,0.0,0.003743987,63,525000.0
311,67,67,0.008810573,0.023071754,61,625000.0
312,72,72,0.044052863,0.022458919,68,2600000.0
313,64,64,0.004405286,0.002292441,68,325000.0
314,72,72,0.046255507,0.023071754,70,3300000.0
315,60,72,0.0,0.002457617,58,325000.0
316,69,81,0.019823789,0.023071754,56,1900000.0
317,68,70,0.0,0.005941328,61,875000.0
318,59,66,0.002202643,0.001751866,57,220000.0
319,65,71,0.002202643,0.007442927,59,750000.0
320,54,70,0.0,0.001251333,46,140000.0
321,69,69,0.022026432,0.009445059,68,950000.0
322,65,75,0.004405286,0.00794346,57,850000.0
323,71,71,0.00660793,0.015451456,70,2000000.0
324,70,74,0.004405286,0.01294879,64,2000000.0
325,66,73,0.002202643,0.005440794,58,675000.0
326,76,76,0.046255507,0.048987171,75,4700000.0
327,52,62,0.0,0.000490522,38,60000.0
328,70,74,0.004405286,0.02095732,62,1900000.0
329,72,77,0.013215859,0.044982907,71,4200000.0
330,66,72,0.002202643,0.006942394,66,875000.0
331,58,65,0.002202643,0.002052186,56,180000.0
332,69,70,0.019823789,0.023071754,67,1200000.0
333,72,74,0.004405286,0.02095732,69,2600000.0
334,57,75,0.0,0.002117255,45,210000.0
335,59,67,0.0,0.001606711,48,230000.0
336,68,69,0.035242291,0.023071754,55,1100000.0
337,62,79,0.002202643,0.007442927,47,650000.0
338,69,78,0.011013216,0.011947724,64,1400000.0
339,71,71,0.061674009,0.016452522,71,1800000.0
340,58,60,0.002202643,0.001271354,61,120000.0
341,67,67,0.013215859,0.006441861,61,725000.0
342,66,67,0.013215859,0.005941328,62,625000.0
343,65,65,0.002202643,0.000935997,60,160000.0
344,60,67,0.019577911,0.023071754,47,2481203.671
345,67,72,0.002202643,0.005941328,63,850000.0
346,65,65,0.004405286,0.00453483,56,525000.0
347,68,68,0.00660793,0.004314595,68,700000.0
348,62,62,0.002202643,0.00098605,79,120000.0
349,72,72,0.0,0.021457853,72,2000000.0
350,60,72,0.0,0.003513742,59,325000.0
351,59,67,0.002202643,0.023071754,52,230000.0
352,55,67,0.002202643,0.001096167,54,160000.0
353,59,75,0.004405286,0.004044307,53,325000.0
354,59,77,0.0,0.003148353,49,325000.0
355,62,66,0.0,0.001861983,52,270000.0
356,68,68,0.026431718,0.006441861,63,700000.0
357,68,74,0.011013216,0.023071754,65,1200000.0
358,64,64,0.0,0.002807991,56,425000.0
359,55,55,0.0,0.00046049,53,60000.0
360,60,65,0.002202643,0.002492655,54,280000.0
361,60,64,0.0,0.002002132,56,220000.0
362,64,79,0.002202643,0.008944526,60,950000.0
363,64,65,0.004405286,0.004940261,54,550000.0
364,70,70,0.017621145,0.016953055,66,1800000.0
365,65,72,0.0,0.004654958,57,650000.0
366,56,66,0.0,0.001011077,54,130000.0
367,58,64,0.002202643,0.001206285,60,130000.0
368,52,70,0.0,0.000875933,50,100000.0
369,71,71,0.046255507,0.01945572,73,2300000.0
370,68,69,0.013215859,0.008443993,58,1100000.0
371,60,71,0.0,0.002457617,50,325000.0
372,57,69,0.0,0.001691802,53,180000.0
373,70,74,0.015418502,0.01945572,68,2400000.0
374,60,65,0.0,0.001576679,53,230000.0
375,68,76,0.019823789,0.023071754,64,1300000.0
376,61,70,0.0,0.002477639,56,290000.0
377,73,74,0.019823789,0.029966915,72,3200000.0
378,70,80,0.017621145,0.023960518,64,2800000.0
379,58,76,0.0,0.002407564,43,250000.0
380,62,62,0.004405286,0.001676786,64,240000.0
381,64,70,0.002202643,0.005440794,63,600000.0
382,58,68,0.0,0.001411503,56,190000.0
383,66,70,0.002202643,0.004940261,65,700000.0
384,58,67,0.0,0.001636743,44,200000.0
385,66,77,0.011013216,0.023071754,65,1100000.0
386,57,69,0.00660793,0.001616722,52,160000.0
387,54,65,0.0,0.000635677,50,90000.0
388,69,74,0.00660793,0.009445059,63,1200000.0
389,66,66,0.002202643,0.003143348,62,475000.0
390,69,69,0.011013216,0.006441861,71,1000000.0
391,61,61,0.0,0.000951013,52,150000.0
392,67,85,0.022026432,0.019956253,66,1600000.0
393,61,71,0.002202643,0.003353572,56,350000.0
394,57,66,0.0,0.001096167,52,160000.0
395,68,68,0.013215859,0.023071754,61,600000.0
396,67,77,0.0,0.01445039,68,1300000.0
397,68,74,0.004405286,0.008944526,58,1000000.0
398,70,85,0.00660793,0.049487704,72,3800000.0
399,59,66,0.0,0.001791908,59,190000.0
400,60,72,0.0,0.002752932,55,375000.0
401,59,74,0.0,0.003308524,56,325000.0
402,65,82,0.002202643,0.011947724,70,1100000.0
403,63,71,0.0,0.023071754,61,475000.0
404,69,75,0.0,0.011947724,62,1100000.0
405,60,70,0.002202643,0.003353572,46,350000.0
406,63,63,0.002202643,0.002938129,55,400000.0
407,66,78,0.0,0.009945592,61,1200000.0
408,63,64,0.013215859,0.023071754,56,450000.0
409,72,72,0.04185022,0.023459985,71,2800000.0
410,64,64,0.002202643,0.003738982,62,475000.0
411,68,68,0.004405286,0.004940261,57,675000.0
412,69,69,0.019823789,0.005440794,70,600000.0
413,57,67,0.002202643,0.001456551,49,160000.0
414,73,74,0.0,0.053992502,70,4800000.0
415,69,69,0.004405286,0.003003198,64,350000.0
416,66,67,0.008810573,0.023071754,62,625000.0
417,54,67,0.002202643,0.023071754,50,130000.0
418,67,71,0.017621145,0.009945592,65,1000000.0
419,61,77,0.00660793,0.006441861,57,500000.0
420,70,77,0.004405286,0.017954121,58,2500000.0
421,54,70,0.0,0.001251333,43,130000.0
422,72,72,0.050660793,0.017954121,60,2100000.0
423,71,71,0.019823789,0.010946658,63,1400000.0
424,64,81,0.013215859,0.011447191,55,925000.0
425,64,66,0.004405286,0.004044307,52,450000.0
426,65,65,0.002202643,0.003658897,63,425000.0
427,63,73,0.002202643,0.004289568,54,600000.0
428,55,68,0.0,0.001251333,48,140000.0
429,63,63,0.004405286,0.003163369,63,300000.0
430,63,75,0.002202643,0.005440794,50,550000.0
431,74,74,0.035242291,0.037474911,68,5000000.0
432,73,73,0.011013216,0.01945572,67,3100000.0
433,60,76,0.0,0.003829078,57,375000.0
434,66,67,0.004405286,0.005941328,60,750000.0
435,70,85,0.035242291,0.047986105,62,3800000.0
436,73,73,0.0,0.043481308,70,4000000.0
437,57,69,0.011013216,0.001932058,46,190000.0
438,73,73,0.019577911,0.023071754,68,2481203.671
439,69,69,0.015418502,0.007442927,64,1000000.0
440,64,67,0.0,0.003919174,54,475000.0
441,52,52,0.0,0.000185197,47,40000.0
442,49,72,0.0,0.000640682,40,60000.0
443,61,66,0.0,0.002212356,52,280000.0
444,58,76,0.015418502,0.003473699,42,280000.0
445,69,72,0.011013216,0.008443993,69,875000.0
446,69,69,0.013215859,0.008443993,65,825000.0
447,61,68,0.002202643,0.002562729,51,350000.0
448,57,73,0.0,0.002062196,51,200000.0
449,67,78,0.004405286,0.013949857,62,1300000.0
450,63,65,0.0,0.002918108,64,450000.0
451,67,67,0.008810573,0.004254531,61,575000.0
452,63,66,0.002202643,0.002918108,56,450000.0
453,68,73,0.004405286,0.008944526,65,1200000.0
454,66,71,0.008810573,0.007442927,62,725000.0
455,68,68,0.0,0.005941328,66,525000.0
456,62,70,0.004405286,0.004329611,62,450000.0
457,64,65,0.004405286,0.003178385,61,425000.0
458,70,77,0.033039648,0.026463183,67,2500000.0
459,61,70,0.011013216,0.023071754,56,375000.0
460,69,81,0.004405286,0.016452522,65,1500000.0
461,63,68,0.002202643,0.023071754,63,500000.0
462,62,67,0.0,0.003188396,58,400000.0
463,59,74,0.002202643,0.003718961,55,325000.0
464,64,70,0.0,0.004289568,64,600000.0
465,62,79,0.011013216,0.008443993,47,675000.0
466,67,70,0.004405286,0.00794346,60,950000.0
467,74,74,0.039647577,0.026463183,74,2800000.0
468,69,69,0.0,0.002132271,63,325000.0
469,61,69,0.0,0.00303323,43,375000.0
470,55,72,0.0,0.001756871,51,160000.0
471,59,68,0.002202643,0.001977106,55,240000.0
472,59,59,0.002202643,0.001011077,55,100000.0
473,60,67,0.00660793,0.023071754,51,300000.0
474,70,70,0.017621145,0.016452522,65,1800000.0
475,63,63,0.004405286,0.00203717,59,240000.0
476,72,78,0.019577911,0.023071754,68,2481203.671
477,63,63,0.002202643,0.001982111,62,190000.0
478,65,65,0.0,0.003653891,64,550000.0
479,60,61,0.00660793,0.001446541,62,170000.0
480,73,73,0.013215859,0.019956253,70,2300000.0
481,77,77,0.033039648,0.01445039,75,2100000.0
482,66,66,0.004405286,0.003313529,61,500000.0
483,63,74,0.002202643,0.00446976,56,625000.0
484,64,65,0.0,0.003418641,64,525000.0
485,72,72,0.019577911,0.023071754,72,2481203.671
486,71,79,0.008810573,0.031468514,65,3500000.0
487,69,69,0.004405286,0.006942394,65,1000000.0
488,68,70,0.013215859,0.011947724,62,1100000.0
489,68,68,0.008810573,0.003688929,53,375000.0
490,58,78,0.0,0.002562729,50,210000.0
491,68,69,0.002202643,0.005941328,58,825000.0
492,60,60,0.002202643,0.001426519,51,170000.0
493,62,62,0.002202643,0.002477639,62,290000.0
494,58,72,0.0,0.002437596,54,230000.0
495,72,74,0.00660793,0.030467448,72,3700000.0
496,67,67,0.00660793,0.005440794,66,775000.0
497,61,71,0.0,0.003353572,54,350000.0
498,64,73,0.004405286,0.006942394,49,675000.0
499,62,71,0.0,0.003653891,52,450000.0
500,58,78,0.002202643,0.00370895,53,260000.0
501,58,78,0.004405286,0.003563795,59,250000.0
502,52,60,0.0,0.00046049,40,60000.0
503,69,77,0.013215859,0.011947724,67,1300000.0
504,64,80,0.002202643,0.009945592,59,925000.0
505,70,72,0.0,0.015951989,65,1500000.0
506,68,79,0.026431718,0.023071754,65,1400000.0
507,69,69,0.008810573,0.006441861,67,825000.0
508,70,72,0.008810573,0.011947724,69,1800000.0
509,62,67,0.004405286,0.002607777,58,350000.0
510,57,65,0.0,0.001106178,55,120000.0
511,58,70,0.0,0.001776892,48,210000.0
512,63,63,0.004405286,0.002282431,68,375000.0
513,58,58,0.0,0.000250267,60,50000.0
514,70,70,0.011013216,0.017954121,66,1900000.0
515,68,73,0.008810573,0.009945592,64,1200000.0
516,60,80,0.0,0.004439728,56,375000.0
517,62,81,0.004405286,0.007442927,56,650000.0
518,69,69,0.033039648,0.004629931,60,625000.0
519,71,73,0.04845815,0.022959452,67,2900000.0
520,68,74,0.00660793,0.008443993,65,1000000.0
521,67,67,0.002202643,0.001376466,66,180000.0
522,59,78,0.002202643,0.003718961,62,325000.0
523,66,68,0.00660793,0.005440794,62,625000.0
524,66,73,0.004405286,0.007442927,58,900000.0
525,53,68,0.0,0.001251333,45,100000.0
526,71,72,0.008810573,0.015451456,66,1800000.0
527,71,72,0.022026432,0.01445039,67,1900000.0
528,63,80,0.0,0.009445059,64,775000.0
529,74,74,0.04185022,0.028965849,67,3600000.0
530,74,74,0.028634361,0.015951989,79,1700000.0
531,62,72,0.002202643,0.004830144,57,425000.0
532,66,72,0.002202643,0.006942394,54,900000.0
533,65,78,0.022026432,0.011447191,65,850000.0
534,65,69,0.004405286,0.00446976,65,575000.0
535,52,58,0.0,0.000360384,40,50000.0
536,70,70,0.004405286,0.014950923,64,1900000.0
537,66,66,0.013215859,0.003738982,54,400000.0
538,73,73,0.04845815,0.019956253,73,2100000.0
539,68,68,0.002202643,0.001686796,73,280000.0
540,63,80,0.00660793,0.008944526,63,725000.0
541,65,72,0.004405286,0.008944526,64,775000.0
542,68,71,0.008810573,0.009945592,65,925000.0
543,54,67,0.0,0.001131205,52,110000.0
544,80,80,0.035242291,0.02095732,78,2000000.0
545,71,73,0.024229075,0.029966915,67,2900000.0
546,68,68,0.011013216,0.005941328,61,750000.0
547,67,67,0.0,0.006441861,54,600000.0
548,66,68,0.004405286,0.005941328,64,650000.0
549,73,76,0.074889868,0.049487704,64,5000000.0
550,65,72,0.002202643,0.006441861,55,650000.0
551,68,68,0.011013216,0.002312463,64,250000.0
552,66,77,0.0,0.007442927,62,975000.0
553,68,73,0.00660793,0.00794346,64,1000000.0
554,69,74,0.013215859,0.023071754,67,1200000.0
555,53,73,0.002202643,0.00128637,52,120000.0
556,71,71,0.019823789,0.023071754,62,1500000.0
557,65,65,0.002202643,0.002652825,62,350000.0
558,70,78,0.063876652,0.023071754,68,2700000.0
559,69,74,0.00660793,0.015451456,73,1400000.0
560,68,68,0.004405286,0.005941328,53,675000.0
561,70,70,0.017621145,0.015451456,77,1600000.0
562,60,78,0.013215859,0.005440794,50,450000.0
563,65,84,0.0,0.014950923,64,1100000.0
564,71,71,0.0,0.020456786,59,1900000.0
